User_ID,Latitude,Longitude,Date,Time,Movement_Duration,Distance,Speed,Area_ID,Area_Name,Transport_Mode,Activity_Type,Weather,Day,Hour,Weekday,Weekend_Weekday
P5092,23.334451,77.398032,2025-12-21,13:30,8.9,1.6,15.34,AR02,Area_B,Bicycle,Work,,Sunday,13,6,Weekend
P5092,23.231816,77.412672,2026-01-31,18:49,36.83,9.79,21.55,AR05,Area_E,Bicycle,Shopping,Cloudy,Saturday,18,5,Weekend
P5092,23.323508,77.401928,2025-12-21,13:11,44.34,30.83,44.44,AR02,Area_B,Car,Shopping,,Sunday,13,6,Weekend
P5092,23.338966,77.39504,2025-12-07,07:39,55.8,4.68,5.59,AR02,Area_B,Walking,Work,Clear,Sunday,7,6,Weekend
P5092,23.322022,77.476448,2026-01-09,08:46,14.43,11.71,50.83,AR03,Area_C,Car,Education,Cloudy,Friday,8,4,Weekday
P5092,23.3134,77.495688,2026-02-03,15:13,13.79,1.85,7.92,AR03,Area_C,,Education,Clear,Tuesday,15,1,Weekday
P5092,23.314796,77.408545,2025-12-21,14:24,19.45,7.63,28.41,AR02,Area_B,,Shopping,Rain,Sunday,14,6,Weekend
P5092,23.331072,77.427481,2025-11-07,04:36,15.85,0.49,2.0,AR02,Area_B,Walking,Commute,Fog,Friday,4,4,Weekday
P5092,23.328388,77.416269,2026-02-21,19:42,17.13,5.99,21.43,AR02,Area_B,Bicycle,Shopping,Clear,Saturday,19,5,Weekend
P5092,23.352212,77.396241,2026-01-30,14:37,5.35,0.5,7.5,AR02,Area_B,Walking,,Clear,Friday,14,4,Weekday
P5092,23.314521,77.47061,2025-11-16,07:35,16.81,11.74,53.2,AR03,Area_C,Bus,Commute,,Sunday,7,6,Weekend
P5092,23.324447,77.393871,2025-12-11,20:24,14.68,12.1,53.16,AR02,Area_B,,Shopping,,Thursday,20,3,Weekday
P5092,23.304916,77.404389,2025-11-22,13:13,25.37,16.56,39.67,AR02,Area_B,Motorbike,Work,Rain,Saturday,13,5,Weekend
P5092,23.330832,77.412025,2025-11-12,19:04,12.3,3.01,15.3,AR02,Area_B,Bicycle,Work,Cloudy,Wednesday,19,2,Weekday
P5092,23.33809,77.417676,2025-11-23,08:20,31.33,6.77,14.55,AR02,Area_B,Bicycle,Commute,Cloudy,Sunday,8,6,Weekend
P5092,23.332044,77.476691,2026-01-07,17:40,12.54,11.59,72.01,AR03,Area_C,Car,Social,Clear,Wednesday,17,2,Weekday
P5092,23.331684,77.476974,2025-12-29,12:25,35.53,3.05,6.33,AR03,Area_C,Walking,Social,Clear,Monday,12,0,Weekday
P5092,23.33772,77.409424,2026-01-04,01:59,23.79,2.03,4.91,AR02,Area_B,Walking,Work,Clear,Sunday,1,6,Weekend
P5092,23.317158,77.414482,2025-11-20,06:40,18.55,10.5,47.0,AR02,Area_B,Car,Shopping,Cloudy,Thursday,6,3,Weekday
P5092,23.323545,77.472867,2026-01-29,13:18,59.3,3.91,5.42,AR03,Area_C,Walking,Education,Clear,Thursday,13,3,Weekday
P5092,23.258815,77.330307,2026-01-17,13:10,24.88,15.26,49.97,AR04,Area_D,Car,Commute,Cloudy,Saturday,13,5,Weekend
P5092,23.321927,77.391871,2026-02-18,00:24,14.02,3.79,16.67,AR02,Area_B,Bicycle,Commute,Clear,Wednesday,0,2,Weekday
P5092,23.306137,77.453162,2025-11-05,10:40,20.07,17.8,67.53,AR03,Area_C,Bus,Commute,Rain,Wednesday,10,2,Weekday
P5092,23.179516,77.469316,2026-02-16,00:32,15.82,5.52,27.86,AR09,Area_I,Bus,Commute,Clear,Monday,0,0,Weekday
P5092,23.300814,77.468348,2025-11-18,08:02,19.55,19.45,71.72,AR03,Area_C,Car,Social,Clear,Tuesday,8,1,Weekday
P5092,23.339739,77.476605,2025-12-17,12:03,27.1,37.4,75.7,AR03,,Bus,Education,Clear,Wednesday,12,2,Weekday
P5092,23.323444,77.409546,2025-11-15,14:06,24.12,27.93,75.66,AR02,Area_B,Car,Shopping,Cloudy,Saturday,14,5,Weekend
P5331,23.314826,77.35557,2025-11-07,07:35,33.9,5.24,9.25,AR01,Area_A,Bicycle,Social,Clear,Friday,7,4,Weekday
P5331,23.173953,77.342366,2025-12-17,09:23,8.58,3.55,23.95,AR07,Area_G,Bicycle,Leisure,Clear,Wednesday,9,2,Weekday
P5331,23.272908,77.349505,2025-12-23,02:44,51.09,30.28,33.22,AR04,Area_D,Car,Unknown,Clear,Tuesday,2,1,Weekday
P5331,23.324094,77.341831,2026-01-02,19:05,12.3,9.15,55.83,AR01,Area_A,Bus,Social,Clear,Friday,19,4,Weekday
P5331,23.300183,77.398004,2025-12-25,17:50,48.24,29.64,43.62,AR02,Area_B,Car,Leisure,Cloudy,Thursday,17,3,Weekday
P5331,23.315024,77.426584,2025-12-19,08:40,23.69,6.94,21.61,AR02,Area_B,,Shopping,Cloudy,Friday,8,4,Weekday
P5331,23.327273,77.401378,2026-02-09,08:20,19.56,0.43,1.58,AR02,Area_B,Walking,,Rain,Monday,8,0,Weekday
P5331,23.259418,77.338989,2026-01-21,21:35,21.66,5.11,15.68,AR04,,Bicycle,Unknown,Clear,Wednesday,21,2,Weekday
P5331,23.30578,77.418526,2025-11-28,16:37,26.61,4.2,11.89,AR02,Area_B,Bicycle,Work,Clear,Friday,16,4,Weekday
P5331,23.317212,77.414349,2026-02-09,08:25,,14.37,48.2,AR02,Area_B,Car,Shopping,Cloudy,Monday,8,0,Weekday
P5331,23.198522,77.359163,2025-11-02,19:09,9.71,0.29,2.33,AR07,Area_G,Walking,Leisure,Clear,Sunday,19,6,Weekend
P5331,23.3116,77.398086,2026-01-08,13:31,19.84,7.16,27.91,AR02,Area_B,Motorbike,Shopping,Clear,Thursday,13,3,Weekday
P5331,23.33027,77.39539,2025-12-25,08:41,91.9,13.08,9.07,AR02,Area_B,Bicycle,Shopping,Rain,Thursday,8,3,Weekday
P5331,23.315457,77.419052,2025-12-24,11:57,16.54,6.5,26.93,AR02,Area_B,Car,Shopping,Clear,Wednesday,11,2,Weekday
P5331,23.335799,77.327004,2025-12-14,18:53,11.69,0.87,5.1,AR01,Area_A,Walking,Commute,Rain,Sunday,18,6,Weekend
P5331,23.31888,77.413851,2026-02-24,19:41,16.75,10.63,36.68,AR02,Area_B,Car,Commute,Cloudy,Tuesday,19,1,Weekday
P5331,23.318916,77.421943,2026-01-19,08:15,11.48,1.04,5.39,AR02,Area_B,Walking,Work,Clear,Monday,8,0,Weekday
P5331,23.295616,77.416418,2026-01-24,22:20,22.72,23.07,65.15,AR02,Area_B,Car,Shopping,Cloudy,Saturday,22,5,Weekend
P5430,23.325675,77.477289,2026-02-01,08:49,,4.42,7.58,AR03,Area_C,Walking,Education,Clear,Sunday,8,6,Weekend
P5430,23.321523,77.493259,2026-02-01,06:11,14.83,0.85,4.55,AR03,Area_C,Walking,Commute,Clear,Sunday,6,6,Weekend
P5430,23.191596,77.428857,2026-02-16,12:07,,12.27,21.85,AR08,Area_H,Bicycle,Commute,Clear,Monday,12,0,Weekday
P5430,23.263992,77.409094,2025-11-05,08:25,14.2,4.1,21.13,AR05,Area_E,Bus,Shopping,Rain,Wednesday,8,2,Weekday
P5430,23.327362,77.403692,2025-12-20,16:44,,3.74,14.56,AR02,,Bicycle,Commute,Cloudy,Saturday,16,5,Weekend
P5430,23.33206,77.331855,2026-01-13,19:56,40.97,24.5,37.17,AR01,Area_A,Car,Social,Clear,Tuesday,19,1,Weekday
P5430,23.346953,77.50629,2026-02-09,13:04,18.57,0.97,3.7,AR03,Area_C,Walking,Education,Clear,Monday,13,0,Weekday
P5430,23.164371,77.412668,2026-01-11,23:57,61.79,24.88,28.96,AR08,Area_H,Bus,Work,Rain,Sunday,23,6,Weekend
P5430,23.324441,77.492315,2026-02-21,16:40,43.48,7.77,12.48,AR03,Area_C,Bicycle,Social,Rain,Saturday,16,5,Weekend
P5430,23.313571,77.341054,2026-02-09,07:32,16.49,6.93,34.61,AR01,Area_A,Car,Unknown,Cloudy,Monday,7,0,Weekday
P5430,23.244404,77.420964,2026-02-07,12:30,13.5,1.09,5.35,AR05,Area_E,Walking,,Cloudy,Saturday,12,5,Weekend
P5430,23.298465,77.466508,2026-02-11,02:48,26.32,3.19,7.77,AR03,Area_C,Walking,Commute,Rain,Wednesday,2,2,Weekday
P5430,23.228192,77.347375,2025-11-02,06:59,39.63,4.97,6.92,AR04,Area_D,Walking,Commute,,Sunday,6,6,Weekend
P5430,23.16827,77.409653,2026-01-26,09:24,19.69,17.15,72.62,AR08,Area_H,Bus,,Clear,Monday,9,0,Weekday
P5430,23.313996,77.480929,2025-11-19,10:59,17.01,14.67,49.42,AR03,Area_C,Bus,Education,Clear,Wednesday,10,2,Weekday
P5430,23.168451,77.41525,2026-02-27,17:30,8.33,3.07,23.11,AR08,Area_H,Bicycle,Work,Clear,Friday,17,4,Weekday
P5430,23.170881,77.402327,2026-02-12,10:16,21.14,0.53,1.83,AR08,Area_H,Walking,Work,Clear,Thursday,10,3,Weekday
P5430,23.321503,77.476889,2026-01-29,08:29,25.99,16.91,35.91,AR03,Area_C,Bus,Education,Cloudy,Thursday,8,3,Weekday
P5430,23.331214,77.467123,2026-01-03,11:19,22.2,1.5,5.0,AR03,Area_C,,Education,Clear,Saturday,11,5,Weekend
P5430,23.322847,77.48701,2026-01-09,20:17,19.42,18.04,58.51,AR03,Area_C,Car,Education,Clear,Friday,20,4,Weekday
P5430,23.153713,77.412156,2026-02-04,12:18,12.48,4.94,21.77,AR08,Area_H,Bicycle,,Clear,Wednesday,12,2,Weekday
P5430,23.256867,77.51077,2025-12-04,06:29,6.64,2.74,27.62,AR06,Area_F,Car,Commute,Cloudy,Thursday,6,3,Weekday
P5430,23.246374,77.473423,2025-11-28,08:54,8.96,1.65,11.45,AR06,Area_F,Bicycle,Commute,Rain,Friday,8,4,Weekday
P5430,23.305444,77.469188,2025-12-08,13:37,47.14,28.16,36.07,AR03,Area_C,Car,,,Monday,13,0,Weekday
P5481,23.270801,77.480984,2026-02-05,20:52,12.4,15.66,73.38,AR06,Area_F,Car,Unknown,Cloudy,Thursday,20,3,Weekday
P5481,23.188773,77.33189,2025-12-28,22:43,14.12,8.36,43.26,AR07,Area_G,Bus,Leisure,Clear,Sunday,22,6,Weekend
P5481,23.184202,77.335907,2026-02-06,19:50,15.45,2.67,11.82,AR07,Area_G,Bicycle,Leisure,Clear,Friday,19,4,Weekday
P5481,23.187025,77.321091,2026-01-11,12:51,7.0,0.79,6.99,AR07,Area_G,Walking,Leisure,,Sunday,12,6,Weekend
P5481,23.184563,77.352724,2026-02-27,21:27,7.8,0.15,1.68,AR07,Area_G,Walking,Leisure,Cloudy,Friday,21,4,Weekday
P5481,23.164549,77.475395,2025-11-09,07:47,16.27,0.95,4.55,AR09,Area_I,Walking,,Clear,Sunday,7,6,Weekend
P5481,23.322273,77.334811,2026-02-25,13:05,23.22,18.15,59.05,AR01,Area_A,,Unknown,Cloudy,Wednesday,13,2,Weekday
P5481,23.326666,77.328734,2026-01-09,16:56,28.58,10.44,22.12,AR01,Area_A,Bicycle,Unknown,Clear,Friday,16,4,Weekday
P5481,23.314378,77.357954,2025-11-25,15:12,19.34,4.53,14.95,AR01,Area_A,,Social,Rain,Tuesday,15,1,Weekday
P5481,23.307661,77.345195,2026-02-25,18:40,33.17,30.94,58.48,AR01,Area_A,Car,Commute,Rain,Wednesday,18,2,Weekday
P5481,23.163352,77.325665,2026-01-10,10:29,33.92,14.15,23.27,AR07,Area_G,Train,Social,Rain,Saturday,10,5,Weekend
P5481,23.305704,77.333587,2026-01-06,12:17,55.51,4.61,6.58,AR01,Area_A,Walking,Commute,Clear,Tuesday,12,1,Weekday
P5481,23.191654,77.365056,2025-12-24,01:44,23.8,1.28,3.72,AR07,Area_G,Walking,Leisure,Clear,Wednesday,1,2,Weekday
P5481,23.166998,77.336034,2026-02-25,18:51,25.9,22.53,56.47,AR07,Area_G,Bus,Social,Clear,Wednesday,18,2,Weekday
P5481,23.232214,77.35504,2025-11-20,19:58,50.54,27.75,39.84,AR04,Area_D,Train,Commute,,Thursday,19,3,Weekday
P5481,23.190809,77.414499,2025-11-03,19:33,12.59,12.34,74.62,AR08,Area_H,Car,Work,Cloudy,Monday,19,0,Weekday
P5481,23.328568,77.339248,2026-01-26,13:08,31.49,7.7,20.12,AR01,Area_A,Motorbike,,,Monday,13,0,Weekday
P5481,23.353032,77.349672,2025-11-14,18:07,29.49,13.15,34.32,AR01,Area_A,Car,Commute,Clear,Friday,18,4,Weekday
P5481,23.200932,77.34254,2026-01-15,07:58,10.57,3.22,25.98,AR07,Area_G,Bus,Leisure,Clear,Thursday,7,3,Weekday
P5481,23.177607,77.34597,2025-12-20,13:08,75.43,,4.4,AR07,Area_G,Walking,,Fog,Saturday,13,5,Weekend
P5481,23.192978,77.331031,2026-02-28,11:11,19.47,16.52,54.95,AR07,Area_G,Motorbike,Leisure,Rain,Saturday,11,5,Weekend
P5481,23.307876,77.339385,2025-12-07,01:44,12.04,0.53,2.46,AR01,Area_A,Walking,Unknown,Clear,Sunday,1,6,Weekend
P5481,23.224022,77.351223,2025-12-29,19:57,16.32,5.8,23.41,AR04,Area_D,,Commute,Clear,Monday,19,0,Weekday
P5481,23.319607,77.32726,2026-01-05,17:56,16.93,15.42,74.97,AR01,Area_A,Car,Social,,Monday,17,0,Weekday
P5481,23.165092,77.351156,2025-11-03,07:29,47.41,1.09,1.45,AR07,Area_G,Walking,Leisure,Cloudy,Monday,7,0,Weekday
P5481,23.32902,77.359092,2026-02-24,08:42,24.27,30.55,76.76,AR01,Area_A,Motorbike,Leisure,Clear,Tuesday,8,1,Weekday
P5481,23.321962,77.318381,2025-11-11,12:54,8.99,1.98,12.01,AR01,Area_A,,,Clear,Tuesday,12,1,Weekday
P5481,23.316742,77.333055,2025-12-23,10:14,13.77,3.59,18.0,AR01,Area_A,Bicycle,Commute,Cloudy,Tuesday,10,1,Weekday
P5481,23.318699,77.353208,2025-11-05,08:58,16.72,13.43,61.18,AR01,Area_A,Car,Leisure,Clear,Wednesday,8,2,Weekday
P5481,23.158665,77.319538,2025-12-06,15:53,16.63,1.36,5.11,AR07,Area_G,Walking,Unknown,Cloudy,Saturday,15,5,Weekend
P5481,23.164205,77.32077,2025-11-19,01:24,40.26,22.81,31.92,AR07,Area_G,Motorbike,Social,Rain,Wednesday,1,2,Weekday
P5481,23.182577,77.335405,2026-01-14,17:26,26.2,,73.27,AR07,Area_G,Car,Social,Clear,Wednesday,17,2,Weekday
P5481,23.319552,77.328446,2026-01-06,12:27,18.79,6.54,20.15,AR01,Area_A,Motorbike,Leisure,Cloudy,Tuesday,12,1,Weekday
P5481,23.345037,77.353458,2025-12-02,17:33,17.94,6.73,25.07,AR01,Area_A,Bus,Social,Cloudy,Tuesday,17,1,Weekday
P5481,23.330963,77.340945,2025-12-11,18:55,21.03,15.3,59.44,AR01,Area_A,Car,,Rain,Thursday,18,3,Weekday
P5481,23.196141,77.348289,2025-11-15,13:15,11.75,0.79,4.78,AR07,Area_G,Walking,Leisure,Fog,Saturday,13,5,Weekend
P5481,23.324899,77.336882,2026-02-20,13:26,23.18,1.54,4.74,AR01,Area_A,Walking,Social,Cloudy,Friday,13,4,Weekday
P5481,23.317296,77.349043,2025-11-12,12:43,41.51,42.37,58.66,AR01,Area_A,Motorbike,Leisure,Fog,Wednesday,12,2,Weekday
P5481,23.260447,77.416712,2026-01-04,18:18,21.27,24.33,76.98,AR05,Area_E,Bus,Social,,Sunday,18,6,Weekend
P5481,23.311221,77.326949,2025-12-22,10:29,18.26,7.2,31.33,AR01,Area_A,Car,Social,Clear,Monday,10,0,Weekday
P5481,23.171922,77.469098,2026-01-23,04:48,13.47,12.75,73.64,AR09,Area_I,Car,,Clear,Friday,4,4,Weekday
P5481,23.251737,77.394459,2026-01-17,19:09,43.58,32.07,60.74,AR05,Area_E,Car,Shopping,Clear,Saturday,19,5,Weekend
P5481,23.164419,77.317861,2025-12-17,19:36,25.04,13.34,44.02,AR07,Area_G,Bus,Social,Clear,Wednesday,19,2,Weekday
P5481,23.168711,77.341574,2025-11-08,08:54,20.5,7.51,25.1,AR07,Area_G,Bus,Leisure,Rain,Saturday,8,5,Weekend
P5481,23.259068,77.409061,2026-02-25,12:10,45.77,43.27,57.57,AR05,Area_E,Bus,Work,Clear,Wednesday,12,2,Weekday
P1057,23.306462,77.467043,2026-02-11,16:08,23.33,1.47,3.94,AR03,Area_C,,Education,Cloudy,Wednesday,16,2,Weekday
P1057,23.307551,77.483209,2026-02-25,12:37,12.85,0.36,1.74,AR03,Area_C,Walking,Education,Cloudy,Wednesday,12,2,Weekday
P1057,23.323531,77.423898,2026-02-10,19:18,7.57,2.84,25.04,AR02,Area_B,,Shopping,Clear,Tuesday,19,1,Weekday
P1057,23.314671,77.415452,2025-12-13,16:29,14.58,6.02,22.89,AR02,Area_B,Bus,Shopping,Cloudy,Saturday,16,5,Weekend
P1057,23.302865,77.421108,2026-01-02,07:19,36.03,7.41,13.88,AR02,,Bicycle,Shopping,Clear,Friday,7,4,Weekday
P1057,23.305808,77.404355,2026-02-08,12:33,29.67,6.17,15.9,AR02,Area_B,Bicycle,Commute,Cloudy,Sunday,12,6,Weekend
P1057,23.30508,77.505619,2025-11-04,14:58,19.15,15.85,66.44,AR03,Area_C,Car,Education,Cloudy,Tuesday,14,1,Weekday
P1057,23.303472,77.492609,2025-12-24,17:22,27.49,20.35,57.77,AR03,Area_C,Motorbike,Education,,Wednesday,17,2,Weekday
P1057,23.318617,77.413373,2025-11-27,19:50,18.46,7.36,33.76,AR02,Area_B,Car,,Clear,Thursday,19,3,Weekday
P1057,23.326621,77.475445,2025-11-27,15:36,7.54,1.52,11.59,AR03,,Bicycle,Commute,Clear,Thursday,15,3,Weekday
P1057,23.307948,77.399432,2026-01-25,15:56,12.84,0.37,1.88,AR02,Area_B,Walking,Work,,Sunday,15,6,Weekend
P1057,23.320808,77.401793,2025-12-16,13:41,23.08,2.14,5.29,AR02,Area_B,Walking,Commute,Fog,Tuesday,13,1,Weekday
P1057,23.324856,77.410445,2025-12-20,18:03,12.05,2.06,12.67,AR02,Area_B,Bicycle,Shopping,Clear,Saturday,18,5,Weekend
P1057,23.330251,77.414075,2025-12-20,21:55,26.47,1.49,3.83,AR02,Area_B,Walking,,Cloudy,Saturday,21,5,Weekend
P1057,23.313492,77.475697,2026-01-14,14:29,12.87,0.59,2.63,AR03,Area_C,Walking,,Clear,Wednesday,14,2,Weekday
P1057,23.331578,77.414834,2026-01-04,03:30,16.8,1.57,5.97,AR02,Area_B,Walking,Commute,Clear,Sunday,3,6,Weekend
P1057,23.311121,77.408888,2026-01-03,12:12,12.94,4.23,21.92,AR02,Area_B,Car,Shopping,Clear,Saturday,12,5,Weekend
P1057,23.303503,77.482661,2026-01-16,18:56,,10.92,21.19,AR03,Area_C,Train,Commute,Cloudy,Friday,18,4,Weekday
P1057,23.317486,77.501856,2025-12-08,19:59,23.11,2.48,6.43,AR03,Area_C,Walking,Education,Clear,Monday,19,0,Weekday
P1057,23.331339,77.41347,2025-12-20,19:24,33.72,8.4,18.86,AR02,Area_B,Bicycle,Shopping,Cloudy,Saturday,19,5,Weekend
P1057,23.338619,77.48558,2025-12-12,17:36,33.8,3.31,5.95,AR03,Area_C,Walking,Education,Cloudy,Friday,17,4,Weekday
P1057,23.322475,77.500041,2026-01-28,15:18,29.13,12.19,31.14,AR03,Area_C,Car,Education,Clear,Wednesday,15,2,Weekday
P1057,23.326972,77.418668,2025-11-02,20:46,34.57,3.03,6.32,AR02,Area_B,Walking,Work,Clear,Sunday,20,6,Weekend
P1057,23.322857,77.475686,2025-12-03,10:55,9.7,4.58,31.99,AR03,Area_C,Bus,Education,Clear,Wednesday,10,2,Weekday
P1057,23.320393,77.470194,2026-01-08,16:26,16.68,0.49,1.89,AR03,,Walking,Commute,Clear,Thursday,16,3,Weekday
P1057,23.327426,77.409477,2026-02-01,18:26,21.8,23.78,74.09,AR02,Area_B,Car,Shopping,Rain,Sunday,18,6,Weekend
P1057,23.219363,77.406502,2026-01-28,15:41,10.22,7.11,38.71,AR05,Area_E,Motorbike,Social,Clear,Wednesday,15,2,Weekday
P1057,23.332877,77.395051,2026-01-21,22:32,24.91,10.72,23.52,AR02,Area_B,Bicycle,Commute,Cloudy,Wednesday,22,2,Weekday
P1057,23.316455,77.408241,2025-12-20,08:21,47.68,38.02,53.6,AR02,Area_B,Car,Leisure,Cloudy,Saturday,8,5,Weekend
P1057,23.264707,77.326953,2025-11-27,13:58,9.83,4.04,23.46,AR04,Area_D,Bicycle,Commute,Clear,Thursday,13,3,Weekday
P1057,23.316251,77.41337,2026-01-30,02:06,15.29,9.6,43.44,AR02,Area_B,Car,Work,Clear,Friday,2,4,Weekday
P1057,23.289596,77.402722,2026-02-10,10:02,20.41,12.99,35.05,AR02,Area_B,Car,Shopping,Clear,Tuesday,10,1,Weekday
P1057,23.341693,77.417876,2026-01-31,13:42,13.48,1.49,7.23,AR02,Area_B,Walking,Leisure,Cloudy,Saturday,13,5,Weekend
P1057,23.315749,77.405129,2025-12-20,17:46,6.62,0.35,3.52,AR02,Area_B,,Work,Clear,Saturday,17,5,Weekend
P1057,23.309588,77.41172,2026-01-18,16:53,29.39,25.26,69.22,AR02,,Motorbike,Shopping,Clear,Sunday,16,6,Weekend
P1057,23.320406,77.490305,2025-11-25,17:14,19.74,22.21,63.22,AR03,Area_C,Car,,Rain,Tuesday,17,1,Weekday
P1057,23.322237,77.413925,2026-01-19,07:49,17.89,5.66,20.03,AR02,Area_B,Car,Shopping,Clear,Monday,7,0,Weekday
P1057,23.308277,77.470216,2026-02-10,06:04,63.71,5.59,5.1,AR03,Area_C,Walking,Education,Rain,Tuesday,6,1,Weekday
P1057,23.326168,77.400423,2026-01-24,18:25,18.06,5.56,17.48,AR02,Area_B,Bicycle,Shopping,Cloudy,Saturday,18,5,Weekend
P1057,23.31697,77.492071,2025-12-05,08:59,21.62,4.31,12.97,AR03,Area_C,Bicycle,Social,Clear,Friday,8,4,Weekday
P1057,23.319445,77.380049,2025-11-10,21:40,30.89,2.64,7.01,AR02,Area_B,Walking,Leisure,Fog,Monday,21,0,Weekday
P1057,23.337769,77.404111,2026-02-22,15:21,11.66,3.63,18.72,AR02,Area_B,Bicycle,Shopping,Clear,Sunday,15,6,Weekend
P1057,23.340072,77.429927,2025-12-08,19:13,8.43,5.92,52.55,AR02,Area_B,,Leisure,Clear,Monday,19,0,Weekday
P1057,23.318971,77.475855,2025-12-12,17:50,20.32,2.41,9.82,AR03,Area_C,Bicycle,Education,Clear,Friday,17,4,Weekday
P4129,23.254929,77.421575,2026-01-21,20:12,18.68,12.78,58.21,AR05,Area_E,Car,,Clear,Wednesday,20,2,Weekday
P4129,23.317175,77.333658,2026-01-08,08:56,15.9,6.39,28.04,AR01,Area_A,Car,Unknown,,Thursday,8,3,Weekday
P4129,23.250969,77.400677,2025-12-14,06:11,7.79,2.61,20.35,AR05,Area_E,Car,Work,Clear,Sunday,6,6,Weekend
P4129,23.323011,77.335127,2025-12-31,14:55,,7.37,10.82,AR01,Area_A,Bicycle,Leisure,Clear,Wednesday,14,2,Weekday
P4129,23.31396,77.322192,2026-02-09,10:59,18.66,1.88,6.87,AR01,Area_A,Walking,Social,Clear,Monday,10,0,Weekday
P4129,23.30935,77.331953,2025-11-14,18:41,39.03,49.9,71.73,AR01,Area_A,Bus,Commute,Rain,Friday,18,4,Weekday
P4129,23.236733,77.408181,2025-11-25,20:51,20.39,7.48,22.66,AR05,Area_E,Bus,Work,Cloudy,Tuesday,20,1,Weekday
P4129,23.251751,77.392132,2026-01-11,19:51,20.18,1.9,5.72,AR05,Area_E,Walking,Shopping,Rain,Sunday,19,6,Weekend
P4129,23.235663,77.418862,2026-01-17,19:55,26.48,8.2,22.72,AR05,Area_E,Bicycle,Shopping,Clear,Saturday,19,5,Weekend
P4129,23.270124,77.422482,2025-12-14,16:39,19.24,9.12,32.61,AR05,Area_E,Motorbike,Leisure,Cloudy,Sunday,16,6,Weekend
P4129,23.259693,77.406348,2025-11-20,08:30,22.39,13.02,38.66,AR05,Area_E,Motorbike,Commute,Fog,Thursday,8,3,Weekday
P4129,23.326256,77.338394,2025-11-03,14:33,13.98,1.61,9.0,AR01,,Bicycle,Leisure,Clear,Monday,14,0,Weekday
P4129,23.31878,77.307081,2026-02-16,09:08,97.89,50.0,65.38,AR01,Area_A,Motorbike,Social,,Monday,9,0,Weekday
P4129,23.270836,77.415349,2025-12-27,09:23,8.6,0.38,3.57,AR05,Area_E,Walking,Work,Rain,Saturday,9,5,Weekend
P4129,23.268046,77.428572,2025-12-03,17:13,37.77,3.32,7.53,AR05,Area_E,,Work,Rain,Wednesday,17,2,Weekday
P4129,23.311888,77.465463,2025-12-01,06:51,43.96,11.47,17.15,AR03,Area_C,Bicycle,Education,Rain,Monday,6,0,Weekday
P4129,23.238584,77.396731,2026-01-06,07:53,20.47,17.63,72.91,AR05,Area_E,Bus,Shopping,Clear,Tuesday,7,1,Weekday
P4129,23.263941,77.412467,2025-12-06,06:04,12.37,3.46,20.32,AR05,Area_E,Car,,Clear,Saturday,6,5,Weekend
P4129,23.251125,77.411476,2025-12-27,17:56,23.16,14.49,43.82,AR05,Area_E,Car,Commute,Clear,Saturday,17,5,Weekend
P4129,23.310521,77.352136,2026-02-04,08:50,17.14,12.25,51.54,AR01,Area_A,Car,Unknown,Cloudy,Wednesday,8,2,Weekday
P4129,23.321147,77.348449,2025-12-31,14:15,10.87,7.32,50.9,AR01,Area_A,Bus,Social,Clear,Wednesday,14,2,Weekday
P4129,23.244763,77.399511,2026-01-03,09:51,19.41,1.38,5.77,AR05,Area_E,Walking,Shopping,Fog,Saturday,9,5,Weekend
P4129,23.26865,77.401958,2026-01-17,07:07,11.75,0.95,6.9,AR05,Area_E,Walking,Leisure,Clear,Saturday,7,5,Weekend
P4129,23.265649,77.38973,2025-11-29,14:38,16.32,19.48,67.83,AR05,Area_E,Bus,Leisure,Clear,Saturday,14,5,Weekend
P4129,23.24943,77.416671,2025-12-30,01:01,40.54,9.97,18.6,AR05,Area_E,Bicycle,Leisure,Clear,Tuesday,1,1,Weekday
P4129,23.333211,77.351749,2026-02-19,16:18,15.93,5.29,20.56,AR01,Area_A,,Unknown,Clear,Thursday,16,3,Weekday
P4129,23.249902,77.395132,2026-01-28,08:33,45.29,6.39,7.92,AR05,Area_E,Walking,Commute,Clear,Wednesday,8,2,Weekday
P4129,23.262806,77.419609,2026-01-22,07:13,12.64,12.88,58.5,AR05,Area_E,Bus,Commute,Fog,Thursday,7,3,Weekday
P4129,23.323429,77.337001,2025-11-13,17:18,67.84,48.89,42.52,AR01,Area_A,Motorbike,Unknown,Cloudy,Thursday,17,3,Weekday
P4129,23.247688,77.429144,2026-02-27,20:39,5.73,1.07,13.35,AR05,Area_E,,,Clear,Friday,20,4,Weekday
P0021,23.177338,77.414094,2025-11-02,08:34,27.86,37.36,77.88,AR08,Area_H,Bus,Commute,Rain,Sunday,8,6,Weekend
P0021,23.26583,77.401085,2026-02-26,06:00,68.44,8.43,10.44,AR05,Area_E,Bicycle,Leisure,Clear,Thursday,6,3,Weekday
P0021,23.329004,77.343118,2026-01-07,08:15,56.21,50.0,53.31,AR01,Area_A,Car,Commute,,Wednesday,8,2,Weekday
P0021,23.321155,77.350902,2026-01-02,09:07,6.8,7.93,76.83,AR01,,Car,Unknown,Cloudy,Friday,9,4,Weekday
P0021,23.212019,77.381735,2026-02-16,16:50,17.68,0.4,1.28,AR05,Area_E,Walking,Commute,Clear,Monday,16,0,Weekday
